web_scraper_order,web_scraper_start_url,sku,position,description,name,data,data2,data3,brand,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,image
"1778257444-82","https://www.infinit.com.uy/catalogo/hardware/infinit/","420FW","91","Garantía: FUNCIONAL / NUEVO","Gabinete Gamer SHOT GAMING SUP-420W PRO RGB Con Lateral De Vidrio Templado Blanco","","BLANCO","","SHOT GAMING","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40133.jpg"
"1778257444-83","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXS525","92","Garantía: 3 AÑOS / NUEVO","Solido Ssd NETAC 240Gb SA500 2.5 Sata3 6.0Gbps Para Notebooks y Pcs","","","","NETAC","Cód.",",00","2,5""","","Comprar","25","USD","","","En stock","En stock","Medida","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_25151.jpg"
"1778257444-84","https://www.infinit.com.uy/catalogo/hardware/infinit/","VCHUBRGBX3","93","Garantía: 1 AÑO / NUEVO","Kit 3 Fanes COUGAR VORTEX Rgb Spb 120 Pwm Hdb Cooling Kit Comptible Aura Fusion Msi y Polychrome Sync","-4%","NEGRO","4","COUGAR","Cód.",",00","120MM","","Comprar","97","USD","","","En stock","En stock","Medida","Color","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_31495.jpg"
"1778257444-85","https://www.infinit.com.uy/catalogo/hardware/infinit/","15187","93","Garantía: 1 AÑO / NUEVO","Motherboard ARKTEK AK-B450 EG Am4 Amd Ryzen Ddr4 Hdmi D-Sub DP Usb 3.0","","","","ARKTEK","Cód.",",00","","","Comprar","84","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_35509.jpg"
"1778257444-86","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-COO114","93","1 Año de Garantía","Cooler DEEPCOOL AK500 Digital Blanco Para INtel y AMD","","","","DEEPCOOL","Cód.",",60","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_37705.jpg"
"1778257444-87","https://www.infinit.com.uy/catalogo/hardware/infinit/","MAH610MHVSM2","94","Garantía: 3 AÑOS / NUEVO","Motherboard ASROCK H610M-HVS M.2 Lga S1700 Ddr4 Para Intel 12va 13va Generacion","-4%","NEGRO","4","ASROCK","Cód.",",00","","","Comprar","98","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_29206.jpg"
"1778257444-88","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXSEF15","95","Garantía: 3 AÑOS / NUEVO","Fuente De Poder SEASONIC S12III 650w 80P Bronce SSR-650GB3","","","","SEASONIC","Cód.",",00","","","Comprar","95","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_36009.jpg"
"1778257444-89","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFX36QB","96","Garantía: 1 AÑO / NUEVO","Water Cooler Liquida CPU XYZ AQUAPULSE 360 Argb Socket Para Intel y AMD","","NEGRO","","XYZ","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40542.jpg"
"1778257444-90","https://www.infinit.com.uy/catalogo/hardware/infinit/","9117D46063","97","Garantía: 1 AÑO / NUEVO","Motherboard MSI H610M-S PRO Lga Socket S1700 Para Intel 12va 13va y 14va Generación","-13%","NEGRO","13","MSI","Cód.",",00","","","Comprar","111","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_29639.jpg"
"1778257444-91","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-COO108","98","1 Año de Garantía","Cooler DEEPCOOL AK620 Digital RGB Para Intel y AMD","","","","DEEPCOOL","Cód.",",20","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_41031.jpg"
"1778257444-92","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-FAN117","98","Iluminación dinámica. Refrigeración suprema","Water Cooler Liquida BE QUIET! Pure Loop 3 LX 240mm","","","","BE QUIET!","Cód.",",40","","","Comprar","0","USD","Nuevo","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_41256.jpg"
"1778257444-93","https://www.infinit.com.uy/catalogo/hardware/infinit/","12080027","100","Garantía: 1 AÑO / NUEVO","Water Cooler Liquida Cpu AeroCool Mirage L240 Argb Socket Para Intel y AM5","-5%","","5","AEROCOOL","Cód.",",00","","","Comprar","105","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_31681.jpg"
"1778257444-94","https://www.infinit.com.uy/catalogo/hardware/infinit/","DCF85ARGB","103","Garantía: 1 AÑO / NUEVO","Disipador Cpu Cougar Forza 85 Argb 120mm Para Intel y Amd","","NEGRO","","COUGAR","Cód.",",00","","","Comprar","93","USD","","Destacado","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_31528.jpg"
"1778257444-95","https://www.infinit.com.uy/catalogo/hardware/infinit/","DISEXT0192T","103","Garantía: 1 AÑO / RECERTIFICADO","Disco Duro 2Tb WESTERN DIGITAL P10 Game Externo Usb 3.2 Tamaño 2.5 Portable","","","","WD","Cód.",",00","2.5""","","Comprar","0","USD","","","En stock","En stock","Medida","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40276.jpg"
"1778257444-96","https://www.infinit.com.uy/catalogo/hardware/infinit/","CP854ITL20","104","Garantía: 3 AÑOS / NUEVO","Procesador Cpu Intel Pentium Gold G5420 Dual Core 3.8Ghz S1151","","","","INTEL","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_30558.jpg"
"1778257444-97","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXSAK5GR","105","Garantía: 1 AÑO / NUEVO","Gabinete Gamer SHARKOON AK5G RGB + 4 Fanes 120mm ARGB Hub 4 Port","","NEGRO","","SHARKOON","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_39383.jpg"
"1778257444-98","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXNEM102","106","Garantía: 3 AÑOS / NUEVO","Memoria RAM NETAC 8Gb Ddr4 3200Mhz Sodimm","","NEGRO","","NETAC","Cód.",",00","","","Comprar","21","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_26818.jpg"
"1778257444-99","https://www.infinit.com.uy/catalogo/hardware/infinit/","4044951037551","106","Garantía: 1 AÑO / NUEVO","Gabinete Gamer SHARKOON HEX Rgb + 6 Fanes Rgb 120mm Lateral Vidrio Templado","-3%","NEGRO","3","SHARKOON","Cód.",",00","","","Comprar","109","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_31050.jpg"
"1778257444-100","https://www.infinit.com.uy/catalogo/hardware/infinit/","12080028","106","Garantía: 1 AÑO / NUEVO","Water Cooler Liquida Cpu AeroCool Mirage L240 Argb Socket Para Intel y AM5","","BLANCO","","AEROCOOL","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_31677.jpg"
"1778257444-101","https://www.infinit.com.uy/catalogo/hardware/infinit/","MBHI610MHD5","106","Garantía: 1 AÑO / NUEVO","Motherboard BIOSTAR H610mh D5 S1700 Intel Ddr5 Hdmi D-Sub Usb 3.2","-9%","","9","BIOSTAR","Cód.",",00","","","Comprar","116","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_35378.jpg"
"1778257444-102","https://www.infinit.com.uy/catalogo/hardware/infinit/","DCPUCF135","107","Garantía: 1 AÑO / NUEVO","Disipador Cpu COUGAR FORZA 135 Ventiladores 140mm Para Intel y Amd","","NEGRO","","COUGAR","Cód.",",00","","","Comprar","103","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_31535.jpg"
"1778257444-103","https://www.infinit.com.uy/catalogo/hardware/infinit/","MOT165","109","Garantía: 1 AÑO / NUEVO","Motherboard ASUS Prime H610m-f D4 S1700 Intel Ddr4 D-Sub Usb 3.2","-12%","","12","ASUS","Cód.",",00","","","Comprar","124","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_39491.jpg"
"1778257444-104","https://www.infinit.com.uy/catalogo/hardware/infinit/","H610PRODDR5","111","Garantía: 1 AÑO / NUEVO","Motherboard MSI H610M-G Pro Ddr5 Lga Socket S1700 Para Intel 12va 13va y 14va","","NEGRO","","MSI","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_40730.jpg"
"1778257444-105","https://www.infinit.com.uy/catalogo/hardware/infinit/","SADPD48G3200","113","Garantía: 1 AÑO / NUEVO","Memoria Ram Sodimm Adata 8Gb Ddr4 3200Mhz","","","","ADATA","Cód.",",00","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_30752.jpg"
"1778257444-106","https://www.infinit.com.uy/catalogo/hardware/infinit/","MAA620M","113","Garantía: 3 AÑOS / NUEVO","Motherboard ASROCK A620M-Hdv/M.2 AM5 Amd Ryzen Ddr5 Hdmi Dp Usb 3.2","-4%","NEGRO","4","ASROCK","Cód.",",00","","","Comprar","118","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_34082.jpg"
"1778257444-107","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-COO137","113","Enfriamiento liquido. / 1 Año de Garantía","Water Cooler Liquida DEEPCOOL LS520S Zero Dark 240mm Para Intel y Amd","","","","DEEPCOOL","Cód.",",30","","","Comprar","0","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_37392.jpg"
"1778257444-108","https://www.infinit.com.uy/catalogo/hardware/infinit/","4044951028160","114","Garantía: 1 AÑO / NUEVO","Gabinete Gamer Sharkoon Rgb Lit 200 2 Fanes 120mm Argb Hub 4 Port","-4%","NEGRO","4","SHARKOON","Cód.",",00","","","Comprar","119","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_11762.jpg"
"1778257444-109","https://www.infinit.com.uy/catalogo/hardware/infinit/","GB0211","114","Garantía: 3 AÑOS / NUEVO","Motherboard GIGABYTE B550M-K Micro Atx Socket Am4 Para Amd","-25%","","25","GIGABYTE","Cód.",",00","","","Comprar","153","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_28917.jpg"
"1778257444-110","https://www.infinit.com.uy/catalogo/hardware/infinit/","4044951038244","114","Garantía: 1 AÑO / NUEVO","Gabinete Gamer SHARKOON REBEL C50 Rgb + 4 Fanes Rgb 120mm Lateral Vidrio Templado","-10%","NEGRO","10","SHARKOON","Cód.",",00","","","Comprar","127","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_31056.jpg"
"1778257444-111","https://www.infinit.com.uy/catalogo/hardware/infinit/","4044951038251","114","Garantía: 1 AÑO / NUEVO","Gabinete Gamer SHARKOON REBEL C50 Rgb + 4 Fanes Rgb 120mm Lateral Vidrio Templado","-10%","BLANCO","10","SHARKOON","Cód.",",00","","","Comprar","127","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_31651.jpg"
"1778257444-112","https://www.infinit.com.uy/catalogo/hardware/infinit/","FP85080PB","114","Garantía: 3 AÑOS / NUEVO","Fuente De Poder PERSEO 850w Atx850w-p 80 Plus Gold Full Modular","-1%","NEGRO","1","PERSEO","Cód.",",00","","","Comprar","115","USD","","","En stock","En stock","Color","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_34612.jpg"
"1778257444-113","https://www.infinit.com.uy/catalogo/hardware/infinit/","BFXA62MH","114","Garantía: 3 AÑOS / NUEVO","Motherboard GIGABYTE GA-A620M-H 1.0 Am5 Amd Ryzen ARGB HDMI Usb 3.0","-7%","","7","GIGABYTE","Cód.",",00","","","Comprar","122","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_38811.jpg"
"1778257444-114","https://www.infinit.com.uy/catalogo/hardware/infinit/","PRV-FAN110","117","Máximo rendimiento e iluminación","Water Cooler Liquida BE QUIET! Light Loop 240mm","","","","BE QUIET!","Cód.",",40","","","Comprar","0","USD","Nuevo","","En stock","En stock","","","Cantidad",",00","Antes","USD","Precio","IVA inc.","","https://www.infinit.com.uy/imgs/productos/productos3_41237.jpg"
"1778257444-115","https://www.infinit.com.uy/catalogo/hardware/infinit/","WCCPGT240","119","Garantía: 1 AÑO / NUEVO","Water Cooler Liquida Cougar Poseidon Gt240 Argb Socket Lga1700 y Am5","-99%","","99","COUGAR","Cód.",",00","","","Comprar","11.985","USD","","","En stock","En stock","","","Cantidad",",00","Antes","USD","Ahora","IVA inc.","%","https://www.infinit.com.uy/imgs/productos/productos3_25300.jpg"
